timestamp,model,fusion,scoring,gdelt,risk_level,agg_mode,missing,tranche,mae,rmse,r2,log_r2,spearman,smape,n,notes
2026-07-15T02:58:24,GAT,concat,topk,True,node,spec,median,10M,288281941.57,1940451392.8,-0.0027,-2.3139,0.2893,122.43,24335,
2026-07-15T02:58:24,GAT,concat,topk,True,node,spec,median,100M,789453404.27,3528263468.33,-0.0343,-7.6949,0.2147,138.33,7306,
2026-07-15T03:01:33,GATv2,concat,topk,True,node,spec,median,all,115266623.7,942444649.08,-0.1832,-0.0367,0.4846,144.08,123777,
2026-07-15T03:01:33,GATv2,concat,topk,True,node,spec,median,1M,211926376.59,1426712331.21,-0.0815,-0.9106,0.364,124.6,49055,
2026-07-15T03:01:33,GATv2,concat,topk,True,node,spec,median,10M,349458936.79,1980061195.4,-0.0441,-3.1847,0.2807,134.61,24335,
2026-07-15T03:01:33,GATv2,concat,topk,True,node,spec,median,100M,836334211.71,3536850502.81,-0.0393,-9.2203,0.2111,143.78,7306,
2026-07-15T03:04:40,GAT,blend,keepall,True,node,first,median,all,2126823.24,29082958.48,-0.0033,0.0387,0.4513,129.85,123777,
2026-07-15T03:04:40,GAT,blend,keepall,True,node,first,median,1M,11430991.79,77354491.88,-0.0161,-5.5789,0.1241,131.6,17372,
2026-07-15T03:04:40,GAT,blend,keepall,True,node,first,median,10M,56637546.76,195003985.19,-0.0905,-18.5013,0.0113,162.44,2723,
2026-07-15T03:04:40,GAT,blend,keepall,True,node,first,median,100M,377115460.08,626709032.99,-0.5693,-62.6266,-0.1485,192.7,258,
2026-07-15T03:07:48,GAT,blend,topk,True,node,first,median,all,1821776.16,29034864.28,0.0,0.0699,0.4398,128.54,123777,
2026-07-15T03:07:48,GAT,blend,topk,True,node,first,median,1M,11208237.14,77473080.86,-0.0192,-5.779,0.1294,140.55,17372,
2026-07-15T03:07:48,GAT,blend,topk,True,node,first,median,10M,57608937.07,195531055.86,-0.0964,-19.99,-0.0134,172.88,2723,
2026-07-15T03:07:48,GAT,blend,topk,True,node,first,median,100M,379527233.13,628133193.24,-0.5765,-69.7142,-0.1341,196.94,258,
2026-07-15T03:12:10,GAT,attention,keepall,True,node,first,median,all,1757820.61,29086506.13,-0.0035,-0.0009,-0.0187,133.04,123777,
2026-07-15T03:12:10,GAT,attention,keepall,True,node,first,median,1M,11786786.87,77638260.21,-0.0236,-15.3934,-0.0276,192.47,17372,
2026-07-15T03:12:10,GAT,attention,keepall,True,node,first,median,10M,59286529.74,195919027.87,-0.1008,-44.4226,0.003,199.07,2723,
2026-07-15T03:12:10,GAT,attention,keepall,True,node,first,median,100M,380953483.46,628807242.61,-0.5799,-119.3785,nan,199.91,258,
2026-07-15T03:16:32,GAT,attention,topk,True,node,first,median,all,1757807.93,29086507.65,-0.0035,-0.0007,-0.0166,133.03,123777,
2026-07-15T03:16:32,GAT,attention,topk,True,node,first,median,1M,11786848.25,77638263.75,-0.0236,-15.402,0.0205,192.48,17372,
2026-07-15T03:16:32,GAT,attention,topk,True,node,first,median,10M,59286564.87,195919032.59,-0.1008,-44.433,0.0046,199.07,2723,
2026-07-15T03:16:32,GAT,attention,topk,True,node,first,median,100M,380953483.46,628807242.61,-0.5799,-119.3785,nan,199.91,258,
2026-07-15T03:20:52,EdgeGNN,edge,bilateral,True,bilateral,first,median,all,1751777.92,29072200.41,-0.0025,0.1123,0.3304,129.54,123777,
2026-07-15T03:20:52,EdgeGNN,edge,bilateral,True,bilateral,first,median,1M,11560433.46,77597656.14,-0.0225,-12.3265,0.1398,171.91,17372,
2026-07-15T03:20:52,EdgeGNN,edge,bilateral,True,bilateral,first,median,10M,58939792.93,195833152.46,-0.0998,-33.7742,0.0094,192.62,2723,
2026-07-15T03:20:52,EdgeGNN,edge,bilateral,True,bilateral,first,median,100M,380645764.9,628659571.86,-0.5791,-98.2251,-0.0916,199.21,258,
2026-07-15T16:00:36,EdgeGAT,edge,bilateral,True,bilateral,first,median,all,1752793.69,29068252.0,-0.0023,0.143,0.3812,128.38,123777,
